cycle,state_abbrev,poll_count,multi_candidate_poll_count,poll_d_pct,poll_r_pct,poll_third_pct,poll_margin_dr,actual_margin_dr,actual_third_share,margin_error_actual_minus_poll,direction_correct,large_third_poll
2022,AR,1,0,31.0,44.0,0.0,-13.0,-35.782880140816665,3.1822710599951627,-22.782880140816665,1,0
2022,AZ,2,0,48.5,38.5,0.0,10.0,4.9921475895780345,2.097699563113703,-5.0078524104219655,1,0
2022,CO,1,0,46.0,36.0,0.0,10.0,15.047246386477953,2.850531772347838,5.047246386477953,1,0
2022,CT,2,0,53.0,38.0,0.0,15.0,14.916649931299,0.006349775813227695,-0.08335006870099981,1,0
2022,FL,2,0,44.0,47.0,0.0,-3.0,-16.587594994456364,1.0523956259939722,-13.587594994456364,1,0
2022,GA,5,0,47.8,45.4,0.0,2.3999999999999986,0.9774140180497951,2.0672401194738517,-1.4225859819502036,1,0
2022,KS,1,0,33.0,45.0,0.0,-12.0,-23.663286128856942,2.961920720907184,-11.663286128856942,1,0
2022,MD,1,0,56.0,33.0,0.0,23.0,31.74305593765475,0.021154093317056852,8.743055937654749,1,0
2022,MO,1,0,36.0,47.0,0.0,-11.0,-13.580107542853748,2.3908599266358324,-2.5801075428537477,1,0
2022,NC,3,0,46.0,47.666666666666664,0.0,-1.6666666666666643,-3.299253218639858,2.166512088146346,-1.6325865519731937,1,0
2022,NH,2,0,50.0,40.5,0.0,9.5,9.252270518531674,1.9967413953983089,-0.24772948146832618,1,0
2022,NV,2,0,42.0,44.0,0.0,-2.0,0.8018577855455222,1.9540682401684237,2.801857785545522,0,0
2022,OH,5,0,45.4,46.2,0.0,-0.8000000000000043,-6.114454849606799,0.04207249242864491,-5.314454849606795,1,0
2022,OK,1,0,35.0,52.0,0.0,-17.0,-27.351724681729557,2.9943128135101755,-10.351724681729557,1,0
2022,PA,3,0,50.0,43.333333333333336,0.0,6.666666666666664,5.035095542957678,2.417073256606112,-1.6315711237089863,1,0
2022,UT,1,0,34.0,36.0,0.0,-2.0,-100.0,46.845924235271376,-98.0,1,0
2022,WA,1,0,50.0,38.0,0.0,12.0,14.550585979180894,0.0,2.5505859791808945,1,0
2022,WI,4,0,47.0,48.25,0.0,-1.25,-1.009120533967455,0.0025304800093967675,0.24087946603254506,1,0
