cycle,race_id,state_abbrev,y,pvi,same_raw,same_resid,same_gap,same_missing,econ,national,inc_diff,outparty,sen_personal_diff,house_personal_diff,gov_personal_diff,candidate_evidence_n,d_pid,r_pid,same_source_race_id,same_source_cycle,d_sen_n,r_sen_n,d_house_n,r_house_n,d_gov_n,r_gov_n
2014,29,OK,-40.86688127,-37.85942835,-18.25087076,-3.3568125509515223,6.0,0.0,1.9261240161199789,-1.804629999999996,-1.0,0.0,0.0,0.0,0.0,0,4648,1663,1570,2008,0,0,0,0,0,0
2014,14,NC,-1.62832794,-6.33483735,8.74587032,8.092827780503375,6.0,0.0,-0.4845842042982662,-1.804629999999996,1.0,1.0,0.0,0.0,0.0,0,1636,4539,1569,2008,0,0,0,0,0,0
2014,3,NM,11.11762036,7.09564188,22.65598252,9.887838397387059,6.0,0.0,-0.15951862603909017,-1.804629999999996,1.0,0.0,0.0,6.507901659329429,0.0,2,1662,4671,1568,2008,0,0,2,0,0,0
2014,18,MS,-22.50161833,-17.21698574,-22.87009252,-17.175280245892104,6.0,0.0,-2.587267296814044,-1.804629999999996,-1.0,0.0,0.0,4.428531913989884,0.0,2,4695,1626,1562,2008,0,0,2,0,0,0
2014,6,MN,10.66379046,3.6738646,0.01286627,-16.479308880570706,6.0,0.0,-0.7143075323078785,-1.804629999999996,1.0,0.0,0.0,0.0,0.0,0,1610,4506,1561,2008,0,0,0,0,0,0
2014,2,MI,13.84702192,6.89900566,29.86065047,12.52565557661375,6.0,0.0,-0.958192457235918,-1.804629999999996,0.0,0.0,0.0,3.784583588180156,0.0,3,2948,4475,1560,2008,0,0,3,0,0,0
2014,12,AK,-2.27049638,-22.16401365,1.31950958,17.597591802257114,6.0,0.0,0.1263297750879966,-1.804629999999996,1.0,1.0,0.0,0.0,0.0,0,1526,4545,1546,2008,0,0,0,0,0,0
2014,32,AR,-17.7916661,-28.05900513,7.79124037,0.0,12.0,1.0,-0.5022080742398405,-1.804629999999996,1.0,1.0,0.0,-15.280750401290435,0.0,1,1541,3066,1650,2002,0,0,0,1,0,0
2014,34,HI,43.15741243,39.20024972,55.23718597,31.6699710009994,4.0,0.0,0.0755610980996968,-1.804629999999996,1.0,0.0,0.0,0.0,0.0,0,2654,505,1516,2010,0,0,0,0,0,0
2014,35,OK,-40.13951002,-37.85942835,-45.98901144,-4.596824231913712,4.0,0.0,1.9261240161199789,-1.804629999999996,0.0,0.0,0.0,3.6997028423166225,0.0,2,4642,2881,1535,2010,0,0,0,2,0,0
2014,13,WY,-61.07227806,-44.34495135,-51.43245073,-23.64862977499711,6.0,0.0,0.7319105683374127,-1.804629999999996,-1.0,0.0,0.0,0.0,0.0,0,4633,1712,1579,2008,0,0,0,0,0,0
2014,31,MA,23.92023801,19.44411747,10.26038321,-4.028698092264795,1.0,0.0,-0.67922290638327,-1.804629999999996,1.0,0.0,0.0,7.936981142603869,0.0,2,2711,4672,1559,2008,0,0,2,0,0,0
2014,36,SC,-22.55076264,-15.17115093,-37.96024908,-16.020063891354624,4.0,0.0,0.6611652861395312,-1.804629999999996,-1.0,0.0,0.0,-3.029918568497071,0.0,2,4579,2712,1538,2010,0,0,0,2,0,0
