cycle,race_id,state,metric,d_candidate,d_match,d_score,r_candidate,r_match,r_score
2022,8921,CA,individual,Alex Padilla,"PADILLA, ALEX",1.06,Mark P. Meuser,,0.12
2022,8921,CA,cash,Alex Padilla,"PADILLA, ALEX",1.06,Mark P. Meuser,,0.12
2022,8945,PA,receipts,John Fetterman,"FETTERMAN, JOHN KARL",0.9509090909090909,Mehmet Oz,"OZ, MEHMET DR",1.06
2022,8945,PA,individual,John Fetterman,"FETTERMAN, JOHN KARL",0.9509090909090909,Mehmet Oz,"OZ, MEHMET DR",1.06
2022,8945,PA,cash,John Fetterman,"FETTERMAN, JOHN KARL",0.9509090909090909,Mehmet Oz,,0.10714285714285714
2022,8923,CT,receipts,Richard Blumenthal,"BLUMENTHAL, RICHARD",1.06,Leora R. Levy,,0.13333333333333333
2022,8923,CT,individual,Richard Blumenthal,"BLUMENTHAL, RICHARD",1.06,Leora R. Levy,,0.13333333333333333
2022,8923,CT,cash,Richard Blumenthal,"BLUMENTHAL, RICHARD",1.06,Leora R. Levy,,0.13333333333333333
2022,8929,IN,receipts,Thomas McDermott,,0.3078947368421052,Todd Young,"YOUNG, TODD CHRISTOPHER",0.8391666666666666
2022,8929,IN,individual,Thomas McDermott,,0.3078947368421052,Todd Young,"YOUNG, TODD CHRISTOPHER",0.8391666666666666
2022,8929,IN,cash,Thomas McDermott,,0.3078947368421052,Todd Young,"YOUNG, TODD CHRISTOPHER",0.8391666666666666
2022,8936,MO,receipts,Trudy Busch Valentine,,0,Eric Schmitt,,0
2022,8936,MO,individual,Trudy Busch Valentine,,0.21625,Eric Schmitt,"SCHMITT, ERIC",1.06
2022,8936,MO,cash,Trudy Busch Valentine,,0.21875,Eric Schmitt,"SCHMITT, ERIC",1.06
2022,8925,GA,receipts,Raphael Warnock,"WARNOCK, RAPHAEL",1.06,Herschel Junior Walker,"WALKER, HERSCHEL MR.",0.9320720720720721
2022,8925,GA,individual,Raphael Warnock,"WARNOCK, RAPHAEL",1.06,Herschel Junior Walker,"WALKER, HERSCHEL MR.",0.9320720720720721
2022,8925,GA,cash,Raphael Warnock,"WARNOCK, RAPHAEL",1.06,Herschel Junior Walker,"WALKER, HERSCHEL MR.",0.9320720720720721
2022,8920,AR,receipts,Natalie James,,0.08,John Boozman,"BOOZMAN, SEN. JOHN",1.06
2022,8920,AR,individual,Natalie James,,0,John Boozman,,0
2022,8920,AR,cash,Natalie James,,0.08,John Boozman,"BOOZMAN, SEN. JOHN",1.06
2022,8917,AL,receipts,Will Boyd,,0.265,Katie Britt,"BRITT, KATIE BOYD",0.9340740740740741
2022,8917,AL,individual,Will Boyd,,0.265,Katie Britt,"BRITT, KATIE BOYD",0.9340740740740741
2022,8917,AL,cash,Will Boyd,,0.16,Katie Britt,,0.13407407407407407
