cycle,state_abbrev,candidate_name,politician_id,wikidata_qid,match_status,match_score,wikidata_label,wikidata_description,state_local_quality_tier,prior_eligible_offices,undated_eligible_offices_review,wikipedia_fallback
2018,OH,Sherrod Brown,1025,Q381880,MATCHED,23,Sherrod Brown,American politician and educator (born 1952),3,"federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2009-01-03,2011-01-03] | statewide:Ohio Secretary of State[1983-01-12,1991-01-14] | federal:United States senator[2015-01-03,2017-01-03]",,
2018,OH,Jim Renacci,2964,Q976676,MATCHED,23,Jim Renacci,American politician,1,"local:Mayor of Wadsworth[2004-01-01,2008-01-01]",,
2018,PA,Robert P. Casey Jr.,1032,,NO_CONFIDENT_MATCH,6,,,0,,,NO_MATCH
2018,PA,Lou Barletta,2718,Q25568,MATCHED,23,Lou Barletta,American politician (born 1956),1,"local:city council[1998-01-01,2000-01-01]",,
2018,RI,Sheldon Whitehouse,1038,Q652066,MATCHED,23,Sheldon Whitehouse,American lawyer and politician (born 1955),3,"federal:United States senator[2015-01-03,2017-01-03] | statewide:Attorney General of Rhode Island[1999-01-02,2003-01-07] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2011-01-03,2013-01-03]",,
2018,RI,Bob Flanders,9190,,NO_CONFIDENT_MATCH,2,,,0,,,NO_MATCH
2018,TN,Phil Bredesen,8671,Q724001,MATCHED,25,Phil Bredesen,Governor of Tennessee from 2003 to 2011,1,"governor:Governor of Tennessee[2003-01-18,2011-01-15] | local:mayor of Nashville[1991-09-27,1999-09-24]",,
2018,TN,Marsha Blackburn,2729,Q458971,MATCHED,23,Marsha Blackburn,American businesswoman and politician (born 1952),2,"state_legislative:member of the State Senate of Tennessee[1999-01-12,2003-01-03]",,
2018,TX,Beto O'Rourke,3128,Q4014532,MATCHED,23,Beto O'Rourke,American politician (born 1972),2,,,Beto O'Rourke | https://en.wikipedia.org/wiki/Beto_O%27Rourke | tier1:city council:2005; tier2:house of representatives:2012
2018,TX,Ted Cruz,1052,Q2036942,MATCHED,23,Ted Cruz,American politician (born 1970),3,"federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2013-01-03,2015-01-03]",statewide:Associate Deputy Attorney General,Ted Cruz | https://en.wikipedia.org/wiki/Ted_Cruz | tier3:attorney general:2003
2018,UT,Jenny Wilson,8597,Q6179531,MATCHED,23,Jenny Wilson,American politician,0,,,NO_MATCH
2018,UT,Mitt Romney,9,Q4496,MATCHED,23,Mitt Romney,American politician and businessman (born 1947),0,"governor:Governor of Massachusetts[2003-01-02,2007-01-04]",,NO_MATCH
2018,VA,Timothy Michael Kaine,80,,NO_CONFIDENT_MATCH,6,,,0,,,NO_MATCH
2018,VA,Corey Stewart,8554,Q5170449,MATCHED,25,Corey Stewart,American politician in Virginia (born 1968),1,,,Corey Stewart | https://en.wikipedia.org/wiki/Corey_Stewart | tier1:board of supervisors:1968
2018,VT,Bernie Sanders,37,Q359442,MATCHED,25,Bernie Sanders,United States Senator from Vermont,1,"federal:United States senator[2015-01-03,2017-01-03] | local:Mayor of Burlington, Vermont[1981-04-06,1989-04-04] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2009-01-03,2011-01-03]",,
2018,VT,Lawrence Zupan,9595,Q111337197,MATCHED,25,Lawrence Zupan,Vermont politician,0,,,NO_MATCH
2018,WA,Maria Cantwell,1066,Q22250,MATCHED,23,Maria Cantwell,American politician and businesswoman (born 1958),2,"state_legislative:member of the Washington House of Representatives[1987-01-12,1993-01-11] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2001-01-03,2003-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2003-01-03,2005-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2005-01-03,2007-01-03]",,
2018,WA,Susan Hutchison,9106,,NO_CONFIDENT_MATCH,0,,,0,,,NO_MATCH
2018,WI,Tammy Baldwin,1067,Q40628,MATCHED,23,Tammy Baldwin,American lawyer and politician (born 1962),2,"state_legislative:member of the Wisconsin State Assembly[1993-01-03,1999-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2017-01-03,2019-01-03] | local:Dane County Commissioner[1986-01-01,1994-01-01] | federal:United States senator[2015-01-03,2017-01-03]",,
2018,WI,Leah Vukmir,9105,Q6509264,MATCHED,23,Leah Vukmir,American nurse and politician,0,,state_legislative:member of the Wisconsin State Assembly | state_legislative:member of the State Senate of Wisconsin,NO_MATCH
2018,WV,"Joe Manchin, III",925,Q538868,MATCHED,23,Joe Manchin,American politician and businessman (born 1947),3,"federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2010-11-15,2011-01-03] | state_legislative:Member of the West Virginia House of Delegates[1982-12-01,1986-12-01] | governor:Governor of West Virginia[2005-01-17,2010-11-15] | state_legislative:member of the State Senate of West Virginia[1986-12-01,1996-12-01] | statewide:Secretary of State of West Virginia[2001-01-15,2005-01-17] | federal:United States senator[2017-01-03,2019-01-03]",,
2018,WV,Patrick Morrisey,6828,Q7147254,MATCHED,23,Patrick Morrisey,American politician and lawyer (born 1967),3,"statewide:West Virginia Attorney General[2013-01-14,2025-01-12]",,
2018,WY,Gary Trauner,6432,Q5526069,MATCHED,23,Gary Trauner,American politician and businessman,0,,,NO_MATCH
2018,WY,John Barrasso,1069,Q720521,MATCHED,23,John Barrasso,American physician and politician (born 1952),2,"federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | state_legislative:member of the State Senate of Wyoming[2003-01-03,2007-06-22] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2007-06-22,2009-01-03]",,
2022,AL,Will Boyd,16112,Q114245432,MATCHED,21,Will Boyd,American democrat from Alabama,0,,,NO_MATCH
2022,AL,Katie Britt,18466,Q111285444,MATCHED,25,Katie Britt,United States Senator from Alabama since 2023,0,,,NO_MATCH
2022,AR,Natalie James,18465,Q115196114,MATCHED,23,Natalie James,American politician,0,,,NO_MATCH
2022,AR,John Boozman,376,Q1344707,MATCHED,23,John Boozman,American politician and optometrist (born 1950),0,"federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2011-01-03,2013-01-03]",,John Boozman | https://en.wikipedia.org/wiki/John_Boozman | 
2022,AZ,Mark Kelly,9705,Q357510,MATCHED,23,Mark Kelly,"American politician, astronaut, and naval officer (born 1964)",0,"federal:United States senator[2020-12-02,2021-01-03] | federal:United States senator[2021-01-03,2023-01-03]",,Mark Kelly | https://en.wikipedia.org/wiki/Mark_Kelly | 
2022,AZ,Blake Masters,17695,Q4924430,MATCHED,19,Blake Masters,"American screenwriter, director, producer",0,,,Blake Masters | https://en.wikipedia.org/wiki/Blake_Masters | 
2022,CA,Alex Padilla,17803,Q4717593,MATCHED,25,Alex Padilla,United States Senator from California since 2021,3,"local:President of the Los Angeles City Council[2001-07-04,2006-01-01] | statewide:Secretary of State of California[2015-01-05,2021-01-18] | federal:United States senator[2021-01-20,2023-01-03] | state_legislative:member of the State Senate of California[2006-12-04,2014-11-30]",,
2022,CA,Mark P. Meuser,17867,,NO_CONFIDENT_MATCH,0,,,0,,,NO_MATCH
2022,CO,Michael Bennet,429,Q554792,MATCHED,25,Michael Bennet,United States Senator from Colorado since 2009 (born 1964),0,"federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2009-01-21,2011-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2011-01-03,2013-01-03]",,Michael Bennet | https://en.wikipedia.org/wiki/Michael_Bennet | 
2022,CO,Joe O'Dea,18627,Q114323979,MATCHED,25,Joe O'Dea,Joe O'Dea is a business owner and politician in Colorado,0,,,NO_MATCH
2022,CT,Richard Blumenthal,447,Q2023708,MATCHED,25,Richard Blumenthal,United States Senator from Connecticut since 2011,3,"state_legislative:member of the State Senate of Connecticut[1987-01-01,1990-01-01] | federal:United States senator[2021-01-03,2023-01-03] | statewide:Connecticut Attorney General[1991-01-01,2010-01-01] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2015-01-03,2017-01-03] | state_legislative:Member of the Connecticut House of Representatives[1984-01-01,1987-01-01]",,
2022,CT,Leora R. Levy,18449,,NO_CONFIDENT_MATCH,5,,,0,,,NO_MATCH
2022,FL,Val Demings,4735,Q7909083,MATCHED,25,Val Demings,American politician in Florida (born 1957),0,,,Val Demings | https://en.wikipedia.org/wiki/Val_Demings | 
2022,FL,Marco Rubio,481,Q324546,MATCHED,19,Marco Rubio,72nd United States Secretary of State since 2025,2,"federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | state_legislative:member of the Florida House of Representatives[2000-01-25,2008-11-18] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2019-01-03,2021-01-03] | state_legislative:Speaker of the Florida House of Representatives[2006-11-21,2008-11-18]",,
2022,GA,Raphael Warnock,10220,Q84146599,MATCHED,23,Raphael Warnock,American pastor and politician (born 1969),0,"federal:United States senator[2021-01-20,2023-01-03]",,Raphael Warnock | https://en.wikipedia.org/wiki/Raphael_Warnock | 
2022,GA,Herschel Junior Walker,11490,,NO_CONFIDENT_MATCH,7,,,0,,,Herschel Walker | https://en.wikipedia.org/wiki/Herschel_Walker | 
2022,HI,Brian Schatz,2654,Q1827902,MATCHED,23,Brian Schatz,American educator and politician (born 1972),3,"federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2012-12-26,2013-01-03] | federal:United States senator[2019-01-03,2021-01-03] | statewide:Lieutenant Governor of Hawaii[2010-12-06,2012-12-26] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2021-01-03,2023-01-03] | state_legislative:member of the Hawaii House of Representatives[1998-11-03,2006-11-07]",,
2022,HI,Bob McDermott,14961,Q16195204,MATCHED,23,Bob McDermott,American politician,0,,state_legislative:member of the Hawaii House of Representatives,NO_MATCH
2022,IA,Michael Franken,18383,Q133068947,MATCHED,19,Michael Franken,programmer and head of Zilverline,0,,,NO_MATCH
2022,IA,Chuck Grassley,517,Q529294,MATCHED,25,Chuck Grassley,United States Senator from Iowa since 1981,2,"federal:United States senator[1985-01-03,1987-01-03] | federal:United States senator[1989-01-03,1991-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | state_legislative:member of the Iowa House of Representatives[1959-01-12,1975-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2001-01-03,2003-01-03] | federal:United States senator[1997-01-03,1999-01-03] | federal:United States senator[1999-01-03,2001-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[1987-01-03,1989-01-03] | federal:United States senator[1993-01-03,1995-01-03] | federal:United States senator[1991-01-03,1993-01-03] | federal:United States senator[1983-01-03,1985-01-03] | federal:United States senator[2005-01-03,2007-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2003-01-03,2005-01-03] | federal:United States senator[1995-01-03,1997-01-03] | federal:United States senator[1981-01-03,1983-01-03]",,
2022,ID,David Roth,17997,Q115208810,MATCHED,25,David Roth,Idaho politician,0,,,NO_MATCH
2022,ID,Mike Crapo,525,Q734319,MATCHED,25,Mike Crapo,American politician and Senator of Idaho since 1999,2,"federal:United States senator[2005-01-03,2007-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2001-01-03,2003-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2017-01-03,2019-01-03] | state_legislative:member of the State Senate of Idaho[1984-12-01,1992-12-01] | federal:United States senator[2003-01-03,2005-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[1999-01-03,2001-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2019-01-03,2021-01-03]",,
2022,IL,Tammy Duckworth,3090,Q3036410,MATCHED,23,Tammy Duckworth,American politician and military officer (born 1968),0,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03]",,NO_MATCH
2022,IL,Kathy Salvi,18619,Q113291059,MATCHED,23,Kathy Salvi,American politician,0,,,NO_MATCH
2022,IN,Thomas McDermott,18027,Q140376108,MATCHED,23,Thomas McDermott,American attorney and politician,0,,,NO_MATCH
2022,IN,Todd Young,3050,Q25483,MATCHED,25,Todd Young,United States Senator from Indiana,0,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2019-01-03,2021-01-03]",,Todd Young | https://en.wikipedia.org/wiki/Todd_Young | 
2022,KS,Mark R. Holland,18040,Q88684189,MATCHED,17,Mark R Holland,radiologist,0,,,NO_MATCH
2022,KS,Jerry Moran,566,Q1365787,MATCHED,25,Jerry Moran,United States Senator from Kansas,3,"state_legislative:member of the State Senate of Kansas[1989-01-01,1997-01-01] | statewide:Kansas Attorney General[1982-01-01,1985-01-01] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2021-01-03,2023-01-03]",,
2022,KY,Charles Booker,10283,Q24004614,MATCHED,23,Charles Booker,Australian politician,2,"state_legislative:Member of the Queensland Legislative Assembly[1912-04-27,1918-03-16] | state_legislative:Member of the Queensland Legislative Assembly[1909-10-02,1912-04-27]",,
2022,KY,Rand Paul,30,Q463557,MATCHED,25,Rand Paul,United States Senator from Kentucky since 2011,0,"federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2021-01-03,2023-01-03]",,Rand Paul | https://en.wikipedia.org/wiki/Rand_Paul | 
2022,MD,Chris Van Hollen,3028,Q1077819,MATCHED,25,Chris Van Hollen,United States Senator from Maryland,2,"federal:United States senator[2021-01-03,2023-01-03] | state_legislative:member of the Maryland House of Delegates[1990-01-01,1994-01-01] | state_legislative:member of the State Senate of Maryland[1994-01-01,2002-01-01] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03]",,
2022,MD,Chris Chaffee,4264,,NO_CONFIDENT_MATCH,0,,,0,,,NO_MATCH
2022,MO,Trudy Busch Valentine,18422,Q114713262,MATCHED,23,Trudy Busch Valentine,American politician,0,,,NO_MATCH
2022,MO,Eric Schmitt,13297,Q5387455,MATCHED,23,Eric Schmitt,American politician and lawyer (born 1975),3,"state_legislative:member of the State Senate of Missouri[2009-01-07,2017-01-04] | statewide:Missouri State Treasurer[2017-01-09,2019-01-03] | statewide:Missouri Attorney General[2019-01-03,2023-01-03]",,
2022,NC,Cheri Beasley,17724,Q5091905,MATCHED,19,Cheri Beasley,"American judge, Senate candidate (2022)",0,,,NO_MATCH
2022,NC,Ted Budd,8570,Q27733792,MATCHED,25,Ted Budd,United States Senator from North Carolina since 2023,0,,,Ted Budd | https://en.wikipedia.org/wiki/Ted_Budd | 
2022,ND,Katrina Christiansen,18197,Q130234579,MATCHED,25,Katrina Christiansen,American politician from North Dakota,0,,,NO_MATCH
2022,ND,John Hoeven,669,Q374762,MATCHED,23,John Hoeven,American banker and politician (born 1957),0,"federal:United States senator[2015-01-03,2017-01-03] | governor:Governor of North Dakota[2000-12-15,2010-12-07] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2011-01-03,2013-01-03]",,John Hoeven | https://en.wikipedia.org/wiki/John_Hoeven | 
2022,NH,Maggie Hassan,6712,Q24053,MATCHED,23,Maggie Hassan,American politician (born 1958),2,"governor:Governor of New Hampshire[2013-01-03,2017-01-02] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2021-01-03,2023-01-03] | state_legislative:member of the State Senate of New Hampshire[2004-12-01,2010-12-01]",,
2022,NH,Donald C. Bolduc,9712,Q63126446,MATCHED,19,Donald C. Bolduc,United States Army general,0,,,NO_MATCH
2022,NV,Catherine Cortez Masto,6829,Q5052604,MATCHED,23,Catherine Cortez Masto,American lawyer and politician (born 1964),3,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2019-01-03,2021-01-03] | statewide:Nevada Attorney General[2007-01-01,2015-01-01] | federal:United States senator[2017-01-03,2019-01-03]",,
2022,NV,Adam Paul Laxalt,6830,Q18739734,MATCHED,13,Adam Laxalt,33rd Attorney General of Nevada from 2015 to 2019,0,,statewide:Nevada Attorney General,NO_MATCH
2022,NY,Charles E. Schumer,744,,NO_CONFIDENT_MATCH,6,,,0,,,NO_MATCH
2022,NY,Joe Pinion,18148,Q111248925,MATCHED,25,Joe Pinion,New York politician and former television host,0,,,NO_MATCH
2022,OH,Tim Ryan,2984,Q513960,MATCHED,23,Tim Ryan,American politician,2,"state_legislative:member of the State Senate of Ohio[2000-01-01,2002-01-01]",,
2022,OH,JD Vance,13265,Q28935729,MATCHED,19,JD Vance,Vice President of the United States since 2025,0,,,NO_MATCH
2022,OK,Kendra Horn,8968,Q58323559,MATCHED,25,Kendra Horn,U.S. representative from Oklahoma,0,,,NO_MATCH
2022,OK,Markwayne Mullin,3122,Q3448772,MATCHED,23,Markwayne Mullin,American politician (born 1977),0,,,Markwayne Mullin | https://en.wikipedia.org/wiki/Markwayne_Mullin | 
2022,OK,Madison Horn,18705,,NO_CONFIDENT_MATCH,0,,,0,,,NO_MATCH
2022,OK,James Lankford,2881,Q45940,MATCHED,23,James Lankford,American politician (born 1968),2,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2017-01-03,2019-01-03]",,James Lankford | https://en.wikipedia.org/wiki/James_Lankford | tier2:house of representatives:2011
2022,OR,Ron Wyden,788,Q529344,MATCHED,23,Ron Wyden,American politician and educator (born 1949),0,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[1997-01-03,1999-01-03] | federal:United States senator[2001-01-03,2003-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[1996-02-06,1997-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[1999-01-03,2001-01-03] | federal:United States senator[2005-01-03,2007-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2003-01-03,2005-01-03]",,Ron Wyden | https://en.wikipedia.org/wiki/Ron_Wyden | 
2022,OR,Jo Rae Perkins,4569,Q94977715,MATCHED,19,Jo Rae Perkins,American Republican party political candidate and QAnon supporter,0,,,Jo Rae Perkins | https://en.wikipedia.org/wiki/Jo_Rae_Perkins | 
2022,PA,John Fetterman,8074,Q3181500,MATCHED,23,John Fetterman,American politician (born 1969),3,"statewide:Lieutenant Governor of Pennsylvania[2019-01-15,2023-01-03]",,
2022,PA,Mehmet Oz,17731,,NO_CONFIDENT_MATCH,2,,,0,,,Mehmet Oz | https://en.wikipedia.org/wiki/Mehmet_Oz | 
2022,SC,Krystle Matthews,18263,Q96065881,MATCHED,23,Krystle Matthews,American politician,2,"state_legislative:member of the South Carolina House of Representatives[2018-11-12,2022-11-14]",,
2022,SC,Tim Scott,2712,Q561315,MATCHED,25,Tim Scott,United States Senator from South Carolina since 2013,2,"federal:United States senator[2013-01-02,2013-01-03] | state_legislative:member of the South Carolina House of Representatives[2009-01-03,2011-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2019-01-03,2021-01-03]",,
2022,SD,Brian L. Bengs,18275,Q113548135,MATCHED,9,Brian Bengs,American politician,0,,,NO_MATCH
2022,SD,John R. Thune,22,Q462981,MATCHED,11,John Thune,American politician (born 1961),0,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[2005-01-03,2007-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[2007-01-03,2009-01-03]",,John Thune | https://en.wikipedia.org/wiki/John_Thune | 
2022,VT,Peter Welch,3038,Q1112656,MATCHED,25,Peter Welch,United States Senator from Vermont since 2023,2,"state_legislative:member of the State Senate of Vermont[1981-01-01,1989-01-01] | state_legislative:member of the State Senate of Vermont[2002-01-01,1989-01-01] | state_legislative:member of the State Senate of Vermont[1981-01-01,2007-01-01] | state_legislative:member of the State Senate of Vermont[2002-01-01,2007-01-01]",,
2022,VT,Gerald Malloy,18827,Q5549370,MATCHED,23,Gerald Malloy,American politician (born 1961),2,"state_legislative:member of the State Senate of South Carolina[2002-11-05,]",,
2022,WA,Patty Murray,907,Q258825,MATCHED,25,Patty Murray,United States Senator from Washington since 2013,2,"federal:United States senator[2021-01-03,2023-01-03] | federal:United States senator[2009-01-03,2011-01-03] | federal:United States senator[2017-01-03,2019-01-03] | federal:United States senator[1995-01-03,1997-01-03] | federal:United States senator[2003-01-03,2005-01-03] | federal:United States senator[1993-01-03,1995-01-03] | state_legislative:member of the Washington State Senate[1989-01-09,1993-01-11] | federal:United States senator[2015-01-03,2017-01-03] | federal:United States senator[2005-01-03,2007-01-03] | federal:United States senator[2011-01-03,2013-01-03] | federal:United States senator[1997-01-03,1999-01-03] | federal:United States senator[1999-01-03,2001-01-03] | federal:United States senator[2007-01-03,2009-01-03] | federal:United States senator[2013-01-03,2015-01-03] | federal:United States senator[2019-01-03,2021-01-03] | federal:United States senator[2001-01-03,2003-01-03]",,
2022,WA,Tiffany Smiley,14330,,NO_CONFIDENT_MATCH,0,,,0,,,NO_MATCH
2022,WI,Mandela Barnes,17690,Q6747952,MATCHED,23,Mandela Barnes,American politician (born 1986),3,"state_legislative:member of the Wisconsin State Assembly[2013-01-07,2017-01-03] | statewide:Lieutenant Governor of Wisconsin[2019-01-07,2023-01-03]",,
2022,WI,Ron Johnson,919,Q7363984,MATCHED,23,Ron Johnson,Ontario politician,3,,,Ron Johnson | https://en.wikipedia.org/wiki/Ron_Johnson | tier3:lieutenant governor:2016
