cycle,state_abbrev,d_votes,r_votes,two_party_total,state_margin_d_minus_r_pctpt,national_margin_d_minus_r_pctpt,lean_vs_national_pctpt,race_id_count,race_ids
2024,SC,1028452,1483747,2512199,-18.12336523,-1.50009282,-16.62327241,1,8880
2024,SD,146859,272081,418940,-29.89019907,-1.50009282,-28.39010625,1,8883
2024,TN,1056265,1966865,3023130,-30.12109965,-1.50009282,-28.62100683,1,8886
2024,TX,4835250,6393597,11228847,-13.87806780,-1.50009282,-12.37797498,1,8889
2024,UT,562566,883818,1446384,-22.21069923,-1.50009282,-20.71060641,1,8892
2024,VA,2333778,2074097,4407875,5.89129683,-1.50009282,7.39138965,1,8895
2024,VT,235791,119395,355186,32.77043577,-1.50009282,34.27052859,1,8899
2024,WA,2245849,1530923,3776772,18.92955148,-1.50009282,20.42964430,1,8902
2024,WI,1668229,1697626,3365855,-0.87338878,-1.50009282,0.62670404,1,8905
2024,WV,214309,533556,747865,-42.68778456,-1.50009282,-41.18769174,1,8908
2024,WY,69527,192633,262160,-46.95834605,-1.50009282,-45.45825323,1,8911
