race_id,cycle,state_abbrev,state,seat,special,candidate_count,has_dem,has_rep,d_votes,r_votes,two_party_total,margin_d_minus_r_pctpt,standard_dr_race,flags,source_count
8601,1992,UT,Utah,Class III,false,5,true,true,301228,420069,721297,-16.47601473,true,none,1
8608,1992,VT,Vermont,Class III,false,5,true,true,154762,123854,278616,11.09340454,true,none,1
8610,1992,WA,Washington,Class III,false,2,true,true,1197973,1020829,2218802,7.98376782,true,none,1
8612,1992,WI,Wisconsin,Class III,false,7,true,true,1290662,1129599,2420261,6.65477814,true,none,1
8434,1994,AZ,Arizona,Class I,false,4,true,true,442510,600999,1043509,-15.18808175,true,none,1
8439,1994,CA,California,Class I,false,7,true,true,3979152,3817025,7796177,2.07957054,true,none,1
8445,1994,CT,Connecticut,Class I,false,3,true,true,723842,334833,1058675,36.74489338,true,fusion_or_multiline,1
8449,1994,DE,Delaware,Class I,false,3,true,true,84540,111074,195614,-13.56446880,true,none,1
8451,1994,FL,Florida,Class I,false,3,true,true,1210577,2895200,4105777,-41.03055280,true,none,1
15382,1994,HI,Hawaii,Class I,false,3,true,true,256189,86320,342509,49.59548508,true,none,1
8477,1994,IN,Indiana,Class I,false,4,true,true,470799,1039625,1510424,-37.66002129,true,none,1
8495,1994,MA,Massachusetts,Class I,false,5,true,true,1265997,894000,2159997,17.22210725,true,none,1
8499,1994,MD,Maryland,Class I,false,3,true,true,809125,559908,1369033,18.20387091,true,none,1
8503,1994,ME,Maine,Class I,false,4,true,true,186042,308244,494286,-24.72293369,true,none,1
8507,1994,MI,Michigan,Class I,false,6,true,true,1300960,1578770,2879730,-9.64708497,true,none,1
8512,1994,MN,Minnesota,Class I,false,7,true,true,781860,869653,1651513,-5.31591335,true,none,1
8518,1994,MO,Missouri,Class I,false,5,true,true,633697,1060149,1693846,-25.17655088,true,none,1
15383,1994,MS,Mississippi,Class I,false,2,true,true,189752,418333,608085,-37.59030399,true,none,1
8524,1994,MT,Montana,Class I,false,2,true,true,131845,218542,350387,-24.74321251,true,none,1
15384,1994,ND,North Dakota,Class I,false,2,true,true,137157,99390,236547,15.96596025,true,none,1
8539,1994,NE,Nebraska,Class I,false,3,true,true,317297,260668,577965,9.79799815,true,none,1
8549,1994,NJ,New Jersey,Class I,false,9,true,true,1033487,966244,1999731,3.36260227,true,none,1
8551,1994,NM,New Mexico,Class I,false,3,true,true,249989,213025,463014,7.98334392,true,none,1
8554,1994,NV,Nevada,Class I,false,6,true,true,193804,156020,349824,10.80085986,true,none,1
8556,1994,NY,New York,Class I,false,7,true,true,2646541,1988308,4634849,14.20182189,true,fusion_or_multiline,1
8558,1994,OH,Ohio,Class I,false,4,true,true,1348213,1836556,3184769,-15.33370238,true,none,1
8563,1994,OK,Oklahoma,Class II,true,3,true,true,392488,542390,934878,-16.03439165,true,special,1
8573,1994,PA,Pennsylvania,Class I,false,5,true,true,1648481,1735691,3384172,-2.57699668,true,none,1
8576,1994,RI,Rhode Island,Class I,false,2,true,true,122532,222856,345388,-29.04675322,true,none,1
8589,1994,TN,Tennessee,Class I,false,6,true,true,623164,834226,1457390,-14.48219077,true,none,1
8590,1994,TN,Tennessee,Class II,true,10,true,true,565930,885998,1451928,-22.04434380,true,special,1
8593,1994,TX,Texas,Class I,false,3,true,true,1639615,2604218,4243833,-22.72952305,true,none,1
8600,1994,UT,Utah,Class I,false,6,true,true,146938,357297,504235,-41.71844477,true,none,1
8602,1994,VA,Virginia,Class I,false,5,true,true,938376,882213,1820589,3.08488077,true,none,1
8607,1994,VT,Vermont,Class I,false,8,true,true,85868,106505,192373,-10.72759691,true,none,1
8609,1994,WA,Washington,Class I,false,2,true,true,752352,947821,1700173,-11.49700648,true,none,1
8611,1994,WI,Wisconsin,Class I,false,4,true,true,912662,636989,1549651,17.78936031,true,none,1
8614,1994,WV,West Virginia,Class I,false,2,true,true,290495,130441,420936,38.02335747,true,none,1
8619,1994,WY,Wyoming,Class I,false,3,true,true,79287,118754,198041,-19.92870163,true,none,1
10942,1996,AK,Alaska,Class II,false,4,true,true,23977,177893,201870,-76.24510824,true,none,1
8428,1996,AL,Alabama,Class II,false,5,true,true,681651,786436,1468087,-7.13751978,true,none,1
8431,1996,AR,Arkansas,Class II,false,2,true,true,400241,445942,846183,-5.40084119,true,none,1
8442,1996,CO,Colorado,Class II,false,4,true,true,667600,750315,1417915,-5.83356548,true,none,1
8450,1996,DE,Delaware,Class II,false,4,true,true,165465,105088,270553,22.31614508,true,none,1
8455,1996,GA,Georgia,Class II,false,3,true,true,1103993,1073969,2177962,1.37853645,true,none,1
8464,1996,IA,Iowa,Class II,false,7,true,true,634166,571807,1205973,5.17084545,true,none,1
8470,1996,ID,Idaho,Class II,false,4,true,true,198422,283532,481954,-17.65936168,true,none,1
8473,1996,IL,Illinois,Class II,false,7,true,true,2384028,1728824,4112852,15.93064861,true,none,1
8481,1996,KS,Kansas,Class II,false,4,true,true,362380,652677,1015057,-28.59908360,true,none,1
8485,1996,KS,Kansas,Class III,true,3,true,true,461344,574021,1035365,-10.88282876,true,special,1
8487,1996,KY,Kentucky,Class II,false,6,true,true,560012,724794,1284806,-12.82543824,true,none,1
8497,1996,MA,Massachusetts,Class II,false,5,true,true,1334135,1143120,2477255,7.71075243,true,none,1
8505,1996,ME,Maine,Class II,false,5,true,true,266226,298422,564648,-5.70195945,true,none,1
8509,1996,MI,Michigan,Class II,false,7,true,true,2195738,1500106,3695844,18.82200656,true,none,1
8514,1996,MN,Minnesota,Class II,false,9,true,true,1098430,901194,1999624,9.86365437,true,none,1
8521,1996,MS,Mississippi,Class II,false,3,true,true,240647,624154,864801,-44.34627157,true,none,1
8526,1996,MT,Montana,Class II,false,4,true,true,201935,182111,384046,5.16188165,true,none,1
8532,1996,NC,North Carolina,Class II,false,5,true,true,1173875,1345833,2519708,-6.82452094,true,none,1
8541,1996,NE,Nebraska,Class II,false,2,true,true,281904,379933,661837,-14.81165302,true,none,1
8546,1996,NH,New Hampshire,Class II,false,3,true,true,227355,242257,469612,-3.17325792,true,none,1
8550,1996,NJ,New Jersey,Class II,false,9,true,true,1519154,1227351,2746505,10.62452098,true,none,1
8553,1996,NM,New Mexico,Class II,false,4,true,true,164356,357171,521527,-36.97124022,true,none,1
8564,1996,OK,Oklahoma,Class II,false,5,true,true,474162,670610,1144772,-17.16044767,true,none,1
8569,1996,OR,Oregon,Class II,false,8,true,true,624370,677336,1301706,-4.06896795,true,none,1
8578,1996,RI,Rhode Island,Class II,false,3,true,true,230676,127368,358044,28.85343701,true,none,1
8579,1996,SC,South Carolina,Class II,false,5,true,true,510951,619859,1130810,-9.63097249,true,none,1
8585,1996,SD,South Dakota,Class II,false,2,true,true,166533,157954,324487,2.64386555,true,none,1
8591,1996,TN,Tennessee,Class II,false,8,true,true,654937,1091554,1746491,-24.99967077,true,none,1
8595,1996,TX,Texas,Class II,false,4,true,true,2428776,3027680,5456456,-10.97606212,true,none,1
8603,1996,VA,Virginia,Class II,false,3,true,true,1115982,1235744,2351726,-5.09251503,true,none,1
8616,1996,WV,West Virginia,Class II,false,2,true,true,456526,139088,595614,53.29592656,true,none,1
8620,1996,WY,Wyoming,Class II,false,4,true,true,89103,114116,203219,-12.30839636,true,none,1
1718,1998,AK,Alaska,Class III,false,5,true,true,43743,165227,208970,-58.13466048,true,none,1
1717,1998,AL,Alabama,Class III,false,3,true,true,474568,817973,1292541,-26.56820944,true,none,1
1720,1998,AR,Arkansas,Class III,false,4,true,true,385878,295870,681748,13.20253231,true,none,1
1719,1998,AZ,Arizona,Class III,false,5,true,true,275224,696577,971801,-43.35795086,true,none,1
1721,1998,CA,California,Class III,false,7,true,true,4410056,3575078,7985134,10.45665608,true,none,1
1722,1998,CO,Colorado,Class III,false,7,true,true,464754,829370,1294124,-28.17473441,true,none,1
1723,1998,CT,Connecticut,Class III,false,5,true,true,628306,312177,940483,33.61347308,true,none,1
1724,1998,FL,Florida,Class III,false,2,true,true,2436407,1463755,3900162,24.93875895,true,none,1
1725,1998,GA,Georgia,Class III,false,4,true,true,791904,918540,1710444,-7.40369167,true,none,1
1726,1998,HI,Hawaii,Class III,false,3,true,true,315252,70964,386216,63.25165193,true,none,1
1730,1998,IA,Iowa,Class III,false,5,true,true,289049,648480,937529,-38.33812074,true,none,1
1727,1998,ID,Idaho,Class III,false,3,true,true,107375,262966,370341,-42.01290162,true,none,1
1728,1998,IL,Illinois,Class III,false,4,true,true,1610496,1709041,3319537,-2.96863689,true,none,1
1729,1998,IN,Indiana,Class III,false,3,true,true,1012244,552732,1564976,29.36223942,true,none,1
1731,1998,KS,Kansas,Class III,false,4,true,true,229718,474639,704357,-34.77228167,true,none,1
1732,1998,KY,Kentucky,Class III,false,3,true,true,563051,569817,1132868,-0.59724522,true,none,1
1734,1998,MD,Maryland,Class III,false,2,true,true,1062810,444637,1507447,41.00794257,true,none,1
1735,1998,MO,Missouri,Class III,false,5,true,true,690208,830625,1520833,-9.23290065,true,none,1
1739,1998,NC,North Carolina,Class III,false,3,true,true,1029237,945943,1975180,4.21703338,true,none,1
1740,1998,ND,North Dakota,Class III,false,3,true,true,134747,75013,209760,28.47730740,true,none,1
1737,1998,NH,New Hampshire,Class III,false,4,true,true,88883,213477,302360,-41.20717026,true,none,1
1736,1998,NV,Nevada,Class III,false,5,true,true,208621,208220,416841,0.09619975,true,none,1
1738,1998,NY,New York,Class III,false,7,true,true,2551065,2058988,4610053,10.67399876,true,fusion_or_multiline,1
1741,1998,OH,Ohio,Class III,false,3,true,true,1482054,1922087,3404141,-12.92640346,true,none,1
1742,1998,OK,Oklahoma,Class III,false,4,true,true,268898,570682,839580,-35.94463899,true,none,1
1743,1998,OR,Oregon,Class III,false,7,true,true,682425,377739,1060164,28.73951577,true,none,1
1744,1998,PA,Pennsylvania,Class III,false,4,true,true,1028839,1814180,2843019,-27.62348757,true,none,1
1745,1998,SC,South Carolina,Class III,false,4,true,true,563377,488238,1051615,7.14510539,true,none,1
1746,1998,SD,South Dakota,Class III,false,3,true,true,162884,95431,258315,26.11269187,true,none,1
1747,1998,UT,Utah,Class III,false,4,true,true,163172,316652,479824,-31.98672847,true,none,1
1748,1998,VT,Vermont,Class III,false,7,true,true,154567,48051,202618,52.56986053,true,none,1
1749,1998,WA,Washington,Class III,false,2,true,true,1103184,785377,1888561,16.82799761,true,none,1
1750,1998,WI,Wisconsin,Class III,false,6,true,true,890059,852272,1742331,2.16876127,true,none,1
1684,2000,CA,California,Class I,false,7,true,true,5932522,3886853,9819375,20.83298581,true,none,1
1685,2000,CT,Connecticut,Class I,false,4,true,true,828902,448077,1276979,29.82233850,true,none,1
1686,2000,DE,Delaware,Class I,false,5,true,true,181566,142891,324457,11.91991543,true,none,1
1687,2000,FL,Florida,Class I,false,8,true,true,2989487,2705348,5694835,4.98941585,true,none,1
1689,2000,HI,Hawaii,Class I,false,5,true,true,251215,84701,335916,49.57013063,true,none,1
1690,2000,IN,Indiana,Class I,false,3,true,true,683273,1427944,2111217,-35.27212030,true,none,1
1693,2000,MA,Massachusetts,Class I,false,8,true,true,1889494,334341,2223835,69.93113248,true,none,1
1692,2000,MD,Maryland,Class I,false,4,true,true,1230013,715178,1945191,26.46706673,true,none,1
1691,2000,ME,Maine,Class I,false,2,true,true,197183,437689,634872,-37.88259681,true,none,1
1694,2000,MI,Michigan,Class I,false,7,true,true,2061952,1994693,4056645,1.65799571,true,none,1
1695,2000,MN,Minnesota,Class I,false,8,true,true,1181553,1047474,2229027,6.01513575,true,none,1
1697,2000,MO,Missouri,Class I,false,7,true,true,1191812,1142852,2334664,2.09708977,true,none,1
1696,2000,MS,Mississippi,Class I,false,5,true,true,314090,654941,969031,-35.17441650,true,none,1
1698,2000,MT,Montana,Class I,false,3,true,true,194430,208082,402512,-3.39170012,true,none,1
1704,2000,ND,North Dakota,Class I,false,2,true,true,176470,111069,287539,22.74508849,true,none,1
1699,2000,NE,Nebraska,Class I,false,3,true,true,353093,337977,691070,2.18733269,true,none,1
1701,2000,NJ,New Jersey,Class I,false,11,true,true,1511237,1420267,2931504,3.10318526,true,none,1
1702,2000,NM,New Mexico,Class I,false,3,true,true,363744,225517,589261,23.45768683,true,none,1
1700,2000,NV,Nevada,Class I,false,9,true,true,238260,330687,568947,-16.24527416,true,none,1
1703,2000,NY,New York,Class I,false,9,true,true,3747310,2915730,6663040,12.48048939,true,fusion_or_multiline,1
1705,2000,OH,Ohio,Class I,false,5,true,true,1595066,2665512,4260578,-25.12443147,true,none,1
1706,2000,PA,Pennsylvania,Class I,false,5,true,true,2154908,2481962,4636870,-7.05333555,true,none,1
1707,2000,RI,Rhode Island,Class I,false,4,true,true,161023,222588,383611,-16.04880986,true,none,1
1708,2000,TN,Tennessee,Class I,false,8,true,true,621152,1255444,1876596,-33.80013599,true,none,1
1709,2000,TX,Texas,Class I,false,4,true,true,2025024,4078954,6103978,-33.64904002,true,none,1
1710,2000,UT,Utah,Class I,false,4,true,true,242569,504803,747372,-35.08747986,true,none,1
1712,2000,VA,Virginia,Class I,false,3,true,true,1296093,1420460,2716553,-4.57811793,true,none,1
1711,2000,VT,Vermont,Class I,false,8,true,true,73352,189133,262485,-44.10956817,true,none,1
1713,2000,WA,Washington,Class I,false,3,true,true,1199437,1197208,2396645,0.09300501,true,none,1
1715,2000,WI,Wisconsin,Class I,false,6,true,true,1563238,940744,2503982,24.86016273,true,none,1
1714,2000,WV,West Virginia,Class I,false,3,true,true,469215,121635,590850,58.82711348,true,none,1
1716,2000,WY,Wyoming,Class I,false,3,true,true,47087,157622,204709,-53.99616040,true,none,1
1649,2002,AK,Alaska,Class II,false,6,true,true,24133,179438,203571,-76.29033605,true,none,1
1648,2002,AL,Alabama,Class II,false,4,true,true,538878,792561,1331439,-19.05329497,true,none,1
1650,2002,AR,Arkansas,Class II,false,2,true,true,433386,370735,804121,7.79124037,true,none,1
1651,2002,CO,Colorado,Class II,false,6,true,true,648130,717893,1366023,-5.10701504,true,none,1
1652,2002,DE,Delaware,Class II,false,5,true,true,135253,94793,230046,17.58778679,true,none,1
1653,2002,GA,Georgia,Class II,false,3,true,true,932422,1071352,2003774,-6.93341664,true,none,1
1656,2002,IA,Iowa,Class II,false,5,true,true,554278,447892,1002170,10.61556423,true,none,1
1654,2002,ID,Idaho,Class II,false,3,true,true,132975,266215,399190,-33.37758962,true,none,1
1655,2002,IL,Illinois,Class II,false,3,true,true,2103766,1325703,3429469,22.68756475,true,none,1
1658,2002,KY,Kentucky,Class II,false,2,true,true,399634,731679,1131313,-29.35040966,true,none,1
1661,2002,ME,Maine,Class II,false,2,true,true,209858,295041,504899,-16.87129505,true,none,1
1663,2002,MI,Michigan,Class II,false,5,true,true,1896614,1185545,3082159,23.07048403,true,none,1
1666,2002,MO,Missouri,Class I,true,4,true,true,913778,935032,1848810,-1.14960434,true,special,1
1667,2002,MT,Montana,Class II,false,4,true,true,204853,103611,308464,32.82133409,true,none,1
1672,2002,NC,North Carolina,Class II,false,4,true,true,1047983,1248664,2296647,-8.73799935,true,none,1
1668,2002,NE,Nebraska,Class II,false,4,true,true,70290,397438,467728,-69.94407006,true,none,1
1669,2002,NH,New Hampshire,Class II,false,5,true,true,207478,227229,434707,-4.54352012,true,none,1
1670,2002,NJ,New Jersey,Class II,false,6,true,true,1138193,928439,2066632,10.14955735,true,none,1
1671,2002,NM,New Mexico,Class II,false,2,true,true,168863,314193,483056,-30.08553874,true,none,1
1673,2002,OK,Oklahoma,Class II,false,3,true,true,369789,583579,953368,-22.42470903,true,none,1
1674,2002,OR,Oregon,Class II,false,5,true,true,501898,712287,1214185,-17.32759011,true,none,1
1675,2002,RI,Rhode Island,Class II,false,2,true,true,253774,69808,323582,56.85297699,true,none,1
1676,2002,SC,South Carolina,Class II,false,5,true,true,487359,600010,1087369,-10.35996060,true,none,1
1677,2002,SD,South Dakota,Class II,false,3,true,true,167481,166949,334430,0.15907664,true,none,1
1678,2002,TN,Tennessee,Class II,false,9,true,true,728232,891498,1619730,-10.07982812,true,none,1
1679,2002,TX,Texas,Class II,false,5,true,true,1955758,2496243,4452001,-12.14027131,true,none,1
1681,2002,WV,West Virginia,Class II,false,2,true,true,275281,160902,436183,26.22270928,true,none,1
1682,2002,WY,Wyoming,Class II,false,2,true,true,49570,133710,183280,-45.90790048,true,none,1
1615,2004,AK,Alaska,Class III,false,8,true,true,140424,149773,290197,-3.22160463,true,none,1
1614,2004,AL,Alabama,Class III,false,3,true,true,595018,1242200,1837218,-35.22619526,true,none,1
1617,2004,AR,Arkansas,Class III,false,4,true,true,580973,458036,1039009,11.83214005,true,none,1
1616,2004,AZ,Arizona,Class III,false,3,true,true,404507,1505372,1909879,-57.64056257,true,none,1
1618,2004,CA,California,Class III,false,6,true,true,6955728,4555922,11511650,20.84675959,true,none,1
1619,2004,CO,Colorado,Class III,false,7,true,true,1081188,980668,2061856,4.87521922,true,none,1
1620,2004,CT,Connecticut,Class III,false,4,true,true,945347,457749,1403096,34.75157794,true,none,1
1621,2004,FL,Florida,Class III,false,7,true,true,3590201,3672864,7263065,-1.13812832,true,none,1
1622,2004,GA,Georgia,Class III,false,5,true,true,1287690,1864202,3151892,-18.29098205,true,none,1
1623,2004,HI,Hawaii,Class III,false,4,true,true,313629,87172,400801,56.50110653,true,none,1
1627,2004,IA,Iowa,Class III,false,6,true,true,412365,1038175,1450540,-43.14324321,true,none,1
1625,2004,IL,Illinois,Class III,false,5,true,true,3597456,1390690,4988146,44.24020468,true,none,1
1626,2004,IN,Indiana,Class III,false,3,true,true,1496976,903913,2400889,24.70180837,true,none,1
1628,2004,KS,Kansas,Class III,false,4,true,true,310337,780863,1091200,-43.12005132,true,none,1
1629,2004,KY,Kentucky,Class III,false,2,true,true,850855,873507,1724362,-1.31364528,true,none,1
1631,2004,MD,Maryland,Class III,false,7,true,true,1504691,783055,2287746,31.54353674,true,none,1
1632,2004,MO,Missouri,Class III,false,4,true,true,1158261,1518089,2676350,-13.44472883,true,none,1
1636,2004,NC,North Carolina,Class III,false,4,true,true,1632527,1791450,3423977,-4.64147394,true,none,1
1637,2004,ND,North Dakota,Class III,false,2,true,true,212143,98553,310696,36.55985272,true,none,1
1634,2004,NH,New Hampshire,Class III,false,4,true,true,221549,434847,656396,-32.49532295,true,none,1
1633,2004,NV,Nevada,Class III,false,6,true,true,494805,284640,779445,26.96341628,true,none,1
1635,2004,NY,New York,Class III,false,8,true,true,4769824,1625069,6394893,49.17603782,true,fusion_or_multiline,1
1638,2004,OH,Ohio,Class III,false,3,true,true,1961171,3464356,5425527,-27.70578784,true,none,1
1639,2004,OK,Oklahoma,Class III,false,3,true,true,596750,763433,1360183,-12.25445400,true,none,1
1640,2004,OR,Oregon,Class III,false,6,true,true,1128728,565254,1693982,33.26328143,true,none,1
1641,2004,PA,Pennsylvania,Class III,false,5,true,true,2334126,2925080,5259206,-11.23656309,true,none,1
1642,2004,SC,South Carolina,Class III,false,7,true,true,704384,857167,1561551,-9.78405444,true,fusion_or_multiline,1
1643,2004,SD,South Dakota,Class III,false,2,true,true,193340,197848,391188,-1.15238709,true,none,1
1644,2004,UT,Utah,Class III,false,5,true,true,258955,626640,885595,-41.51841417,true,none,1
1645,2004,VT,Vermont,Class III,false,7,true,true,216972,75398,292370,48.42288881,true,none,1
1646,2004,WA,Washington,Class III,false,4,true,true,1549708,1204584,2754292,12.53040709,true,none,1
1647,2004,WI,Wisconsin,Class III,false,5,true,true,1632697,1301183,2933880,11.29950782,true,none,1
1581,2006,AZ,Arizona,Class I,false,4,true,true,664141,814398,1478539,-10.16253207,true,none,1
1582,2006,CA,California,Class I,false,7,true,true,5076289,2990822,8067111,25.85147273,true,none,1
1583,2006,CT,Connecticut,Class I,false,6,true,true,450844,109198,560042,61.00363901,true,none,1
1584,2006,DE,Delaware,Class I,false,3,true,true,170567,69734,240301,41.96112376,true,none,1
1585,2006,FL,Florida,Class I,false,8,true,true,2890548,1826127,4716675,22.56718981,true,none,1
1586,2006,HI,Hawaii,Class I,false,3,true,true,210330,126097,336427,25.03752671,true,none,1
1590,2006,MA,Massachusetts,Class I,false,4,true,true,1500738,661532,2162270,38.81134178,true,none,1
1589,2006,MD,Maryland,Class I,false,5,true,true,965477,787182,1752659,10.17282883,true,none,1
1588,2006,ME,Maine,Class I,false,4,true,true,113131,405596,518727,-56.38129498,true,none,1
1591,2006,MI,Michigan,Class I,false,6,true,true,2151278,1559597,3710875,15.94451443,true,none,1
1592,2006,MN,Minnesota,Class I,false,6,true,true,1278849,835653,2114502,20.95982884,true,none,1
1594,2006,MO,Missouri,Class I,false,5,true,true,1055255,1006941,2062196,2.34284229,true,none,1
1593,2006,MS,Mississippi,Class I,false,3,true,true,213000,388399,601399,-29.16516323,true,none,1
1595,2006,MT,Montana,Class I,false,3,true,true,199845,196283,396128,0.89920430,true,none,1
1601,2006,ND,North Dakota,Class I,false,4,true,true,150146,64417,214563,39.95516468,true,none,1
1596,2006,NE,Nebraska,Class I,false,2,true,true,378388,213928,592316,27.76558459,true,none,1
1598,2006,NJ,New Jersey,Class I,false,9,true,true,58333,41998,100331,16.28110953,true,none,1
1599,2006,NM,New Mexico,Class I,false,3,true,true,394365,163826,558191,41.30109586,true,none,1
1597,2006,NV,Nevada,Class I,false,5,true,true,238796,322501,561297,-14.91278236,true,none,1
1600,2006,NY,New York,Class I,false,7,true,true,3008428,1392189,4400617,36.72755434,true,fusion_or_multiline,1
1602,2006,OH,Ohio,Class I,false,3,true,true,2257369,1761037,4018406,12.35146474,true,none,1
1603,2006,PA,Pennsylvania,Class I,false,3,true,true,2392984,1684778,4077762,17.36751679,true,none,1
1604,2006,RI,Rhode Island,Class I,false,2,true,true,206043,178950,384993,7.03727081,true,none,1
1605,2006,TN,Tennessee,Class I,false,11,true,true,879976,929911,1809887,-2.75901203,true,none,1
1606,2006,TX,Texas,Class I,false,3,true,true,1555202,2661789,4216991,-26.24115157,true,none,1
1607,2006,UT,Utah,Class I,false,6,true,true,177459,356238,533697,-33.49822090,true,none,1
1609,2006,VA,Virginia,Class I,false,4,true,true,1175606,1166277,2341883,0.39835466,true,none,1
1610,2006,WA,Washington,Class I,false,5,true,true,1184659,832106,2016765,17.48111456,true,none,1
1612,2006,WI,Wisconsin,Class I,false,5,true,true,1439214,630299,2069513,39.08721520,true,none,1
1611,2006,WV,West Virginia,Class I,false,2,true,true,159154,47408,206562,54.09804320,true,none,1
1613,2006,WY,Wyoming,Class I,false,5,true,true,57671,135174,192845,-40.18927118,true,none,1
1546,2008,AK,Alaska,Class II,false,6,true,true,151767,147814,299581,1.31950958,true,none,1
1545,2008,AL,Alabama,Class II,false,3,true,true,752391,1305383,2057774,-26.87331067,true,none,1
1548,2008,CO,Colorado,Class II,false,7,true,true,1230994,990755,2221749,10.81305764,true,none,1
1549,2008,DE,Delaware,Class II,false,2,true,true,257539,140595,398134,29.37302516,true,none,1
1550,2008,GA,Georgia,Class II,false,5,true,true,1757393,1867097,3624490,-3.02674307,true,none,1
1554,2008,IA,Iowa,Class II,false,3,true,true,941665,560006,1501671,25.41562033,true,none,1
1552,2008,ID,Idaho,Class II,false,6,true,true,219903,371744,591647,-25.66412067,true,none,1
1553,2008,IL,Illinois,Class II,false,6,true,true,3615844,1520621,5136465,40.79114722,true,none,1
1555,2008,KS,Kansas,Class II,false,4,true,true,441399,727121,1168520,-24.45161401,true,none,1
1556,2008,KY,Kentucky,Class II,false,2,true,true,847005,953816,1800821,-5.93123914,true,none,1
1557,2008,LA,Louisiana,Class II,false,5,true,true,988298,867177,1855475,6.52776243,true,none,1
1559,2008,MA,Massachusetts,Class II,false,5,true,true,1971974,926044,2898018,36.09121820,true,none,1
1558,2008,ME,Maine,Class II,false,3,true,true,279510,444300,723810,-22.76702450,true,none,1
1560,2008,MI,Michigan,Class II,false,6,true,true,3038386,1641070,4679456,29.86065047,true,none,1
1561,2008,MN,Minnesota,Class II,false,8,true,true,1212629,1212317,2424946,0.01286627,true,none,1
1562,2008,MS,Mississippi,Class II,false,2,true,true,480915,766111,1247026,-22.87009252,true,none,1
1564,2008,MT,Montana,Class II,false,2,true,true,348289,129369,477658,45.83195508,true,none,1
1569,2008,NC,North Carolina,Class II,false,4,true,true,2249311,1887510,4136821,8.74587032,true,none,1
1565,2008,NE,Nebraska,Class II,false,4,true,true,317456,455854,773310,-17.89683309,true,none,1
1566,2008,NH,New Hampshire,Class II,false,4,true,true,358438,314403,672841,6.54463685,true,none,1
1567,2008,NJ,New Jersey,Class II,false,7,true,true,1951218,1461025,3412243,14.36571194,true,none,1
1568,2008,NM,New Mexico,Class II,false,2,true,true,505128,318522,823650,22.65598252,true,none,1
1570,2008,OK,Oklahoma,Class II,false,3,true,true,527736,763375,1291111,-18.25087076,true,none,1
1571,2008,OR,Oregon,Class II,false,4,true,true,864392,805159,1669551,3.54784011,true,none,1
1572,2008,RI,Rhode Island,Class II,false,3,true,true,320644,116174,436818,46.80896849,true,none,1
1573,2008,SC,South Carolina,Class II,false,3,true,true,790621,1076534,1867155,-15.31276193,true,none,1
1574,2008,SD,South Dakota,Class II,false,2,true,true,237889,142784,380673,24.98338469,true,none,1
1575,2008,TN,Tennessee,Class II,false,8,true,true,767236,1579477,2346713,-34.61185923,true,none,1
1576,2008,TX,Texas,Class II,false,3,true,true,3389365,4337469,7726834,-12.27027784,true,none,1
1577,2008,VA,Virginia,Class II,false,5,true,true,2369327,1228830,3598157,31.69669917,true,none,1
1578,2008,WV,West Virginia,Class II,false,4,true,true,447560,254629,702189,27.47565114,true,none,1
1579,2008,WY,Wyoming,Class II,false,4,true,true,60631,189046,249677,-51.43245073,true,none,1
1580,2008,WY,Wyoming,Class I,true,4,true,true,66202,183063,249265,-46.88223377,true,special,1
1507,2010,AK,Alaska,Class III,false,8,true,true,60045,90860,150905,-20.42013187,true,fusion_or_multiline,1
1506,2010,AL,Alabama,Class III,false,3,true,true,515619,968181,1483800,-30.50020218,true,none,1
1509,2010,AR,Arkansas,Class III,false,6,true,true,288156,451618,739774,-22.09620776,true,none,1
1508,2010,AZ,Arizona,Class III,false,9,true,true,592011,1005615,1597626,-25.88866230,true,none,1
1510,2010,CA,California,Class III,false,10,true,true,5218441,4217366,9435807,10.60932043,true,none,1
1511,2010,CO,Colorado,Class III,false,10,true,true,851590,822731,1674321,1.72362408,true,none,1
1512,2010,CT,Connecticut,Class III,false,12,true,true,636040,498341,1134381,12.13869062,true,fusion_or_multiline,1
1513,2010,DE,Delaware,Class II,true,6,true,true,174012,123053,297065,17.15415818,true,special,1
1514,2010,FL,Florida,Class III,false,17,true,true,1092936,2645743,3738679,-41.53357376,true,none,1
1515,2010,GA,Georgia,Class III,false,6,true,true,996516,1489904,2486420,-19.84330885,true,none,1
1516,2010,HI,Hawaii,Class III,false,5,true,true,277228,79939,357167,55.23718597,true,none,1
1521,2010,IA,Iowa,Class III,false,4,true,true,371686,718215,1089901,-31.79453914,true,none,1
1517,2010,ID,Idaho,Class III,false,4,true,true,112057,319953,432010,-48.12296012,true,none,1
1518,2010,IL,Illinois,Class III,false,13,true,true,1719478,1778698,3498176,-1.69288223,true,none,1
1519,2010,IL,Illinois,Class III,true,13,true,true,1719478,1778698,3498176,-1.69288223,true,special,1
1520,2010,IN,Indiana,Class III,false,5,true,true,697775,952116,1649891,-15.41562443,true,none,1
1522,2010,KS,Kansas,Class III,false,4,true,true,220971,587175,808146,-45.31408929,true,none,1
1523,2010,KY,Kentucky,Class III,false,3,true,true,600052,755706,1355758,-11.48095752,true,none,1
1524,2010,LA,Louisiana,Class III,false,12,true,true,476572,715415,1191987,-20.03738296,true,none,1
1526,2010,MA,Massachusetts,Class I,true,5,true,true,1060861,1168178,2229039,-4.81449629,true,special,1
