race_id,cycle,state_abbrev,state,seat,special,d_side_candidate,r_side_candidate,d_votes,r_votes,total_valid_candidate_votes,dr_votes,margin_d_minus_r_total_pctpt,margin_d_minus_r_two_party_pctpt,direction_actual,alignment_rule,ranked_choice_round_used,same_seat_exact6_available,same_seat_exact6_cycle,same_seat_exact6_race_id,same_seat_exact6_margin_total_pctpt,same_seat_exact6_margin_two_party_pctpt,same_seat_last_prior_available,same_seat_last_prior_cycle,same_seat_last_prior_year_gap,same_seat_last_prior_race_id,same_seat_last_prior_margin_total_pctpt,same_seat_last_prior_margin_two_party_pctpt,pvi_recent_pres_year,pvi_older_pres_year,pvi_lean_recent_pctpt,pvi_lean_older_pctpt,pvi_default_067_033_pctpt,d_senate_experience,r_senate_experience,SenateExperienceDiff,d_house_experience,r_house_experience,HouseExperienceDiff,d_incumbency,r_incumbency,IncumbencyDiff,d_governor_experience,r_governor_experience,GovernorExperienceDiff,d_outparty_incumbent,r_outparty_incumbent,OutPartyIncumbent
120,2018,TN,Tennessee,Class I,false,Phil Bredesen,Marsha Blackburn,985450,1227483,2243740,2212933,-10.78703415,-10.93720415,R,ballot_party_DEM_REP,,true,2012,1497,-34.48498521,-36.18641022,true,2012,6,1497,-34.48498521,-36.18641022,2016,2012,-29.47534671,-24.61875426,-27.87267120,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0
121,2018,TX,Texas,Class I,false,Beto O'Rourke,Ted Cruz,4045632,4260553,8371655,8306185,-2.56724626,-2.58748150,R,ballot_party_DEM_REP,,true,2012,1498,-15.83265330,-16.30909708,true,2012,6,1498,-15.83265330,-16.30909708,2016,2012,-11.65311178,-19.93240564,-14.38527875,0,1,-1,1,0,1,0,1,-1,0,0,0,0,0,0
122,2018,UT,Utah,Class I,false,Jenny Wilson,Mitt Romney,328541,665215,1062897,993756,-31.67512939,-33.87894010,R,ballot_party_DEM_REP,,true,2012,1499,-35.32968981,-37.07577326,true,2012,6,1499,-35.32968981,-37.07577326,2016,2012,-26.99245731,-53.16898900,-35.63071277,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
124,2018,VA,Virginia,Class I,false,Timothy Michael Kaine,Corey Stewart,1910370,1374313,3351373,3284683,15.99514587,16.31990058,D,ballot_party_DEM_REP,,true,2012,1501,5.90514008,5.91538802,true,2012,6,1501,5.90514008,5.91538802,2016,2012,3.42609193,0.01814217,2.30146851,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
123,2018,VT,Vermont,Class I,false,Bernie Sanders,Lawrence Zupan,183649,74815,278013,258464,39.14709024,42.10799183,D,manual_alignment_hypothesis_A,,true,2012,1500,46.09546321,48.06836072,true,2012,6,1500,46.09546321,48.06836072,2016,2012,28.14619203,32.57790645,29.60865778,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
125,2018,WA,Washington,Class I,false,Maria Cantwell,Susan Hutchison,1803364,1282804,3086168,3086168,16.86751985,16.86751985,D,ballot_party_DEM_REP,,true,2012,1502,20.90198236,20.90198236,true,2012,6,1502,20.90198236,20.90198236,2016,2012,15.34720178,11.33998534,14.02482035,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
127,2018,WI,Wisconsin,Class I,false,Tammy Baldwin,Leah Vukmir,1472914,1184885,2660763,2657799,10.82505281,10.83712500,D,ballot_party_DEM_REP,,true,2012,1504,5.54852760,5.70430065,true,2012,6,1504,5.54852760,5.70430065,2016,2012,-3.04263870,3.01024876,-1.04518584,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
126,2018,WV,West Virginia,Class I,false,"Joe Manchin, III",Patrick Morrisey,290510,271113,586034,561623,3.30987622,3.45374032,D,ballot_party_DEM_REP,,true,2012,1503,24.10035110,24.83451306,true,2012,6,1503,24.10035110,24.83451306,2016,2012,-46.54876512,-31.26520647,-41.50519077,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
128,2018,WY,Wyoming,Class I,false,Gary Trauner,John Barrasso,61227,136210,205275,197437,-36.52807210,-37.97819051,R,ballot_party_DEM_REP,,true,2012,1505,-52.74471480,-55.49651864,true,2012,6,1505,-52.74471480,-55.49651864,2016,2012,-53.63729988,-46.23787923,-51.19549107,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
8917,2022,AL,Alabama,Class III,false,Will Boyd,Katie Britt,436746,942154,1414238,1378900,-35.73712487,-36.65298426,R,ballot_party_DEM_REP,,true,2016,68,-28.09153204,-28.14048094,true,2016,6,68,-28.09153204,-28.14048094,2020,2016,-30.35872835,-30.97494781,-30.56208077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8920,2022,AR,Arkansas,Class III,false,Natalie James,John Boozman,280187,592437,901306,872624,-34.64417190,-35.78288014,R,ballot_party_DEM_REP,,true,2016,83,-23.60061471,-24.59866778,true,2016,6,83,-23.60061471,-24.59866778,2020,2016,-32.96084524,-30.79693600,-32.24675519,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8919,2022,AZ,Arizona,Class III,false,Mark Kelly,Blake Masters,1322027,1196308,2572294,2518335,4.88742733,4.99214759,D,ballot_party_DEM_REP,,true,2016,87,-12.96155655,-13.72183030,true,2020,2,6268,2.34869015,2.34952274,2020,2016,-4.22231533,-6.00670742,-4.81116472,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
9480,2022,CA,California,Class III,true,Alex Padilla,Mark P. Meuser,6559303,4212446,10771749,10771749,21.78714896,21.78714896,D,ballot_party_DEM_REP,,false,,,,,true,2010,12,1510,10.01058983,10.60932043,2020,2016,25.28184403,30.02976097,26.84865662,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8921,2022,CA,California,Class III,false,Alex Padilla,Mark P. Meuser,6621616,4222025,10843641,10843641,22.12901552,22.12901552,D,ballot_party_DEM_REP,,false,,,,,true,2010,12,1510,10.01058983,10.60932043,2020,2016,25.28184403,30.02976097,26.84865662,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8922,2022,CO,Colorado,Class III,false,Michael Bennet,Joe O'Dea,1397170,1031693,2500130,2428863,14.61831985,15.04724639,D,ballot_party_DEM_REP,,true,2016,74,5.66499078,6.00890632,true,2016,6,74,5.66499078,6.00890632,2020,2016,9.34066030,3.14000612,7.29444442,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8923,2022,CT,Connecticut,Class III,false,Richard Blumenthal,Leora R. Levy,723864,535943,1259887,1259807,14.91570276,14.91664993,D,ballot_party_DEM_REP,,true,2016,91,28.57231456,29.21173227,true,2016,6,91,28.57231456,29.21173227,2020,2016,15.85411949,12.05643441,14.60088341,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8924,2022,FL,Florida,Class III,false,Val Demings,Marco Rubio,3201522,4474847,7758014,7676369,-16.41302787,-16.58759499,R,ballot_party_DEM_REP,,true,2016,93,-7.66627391,-7.96115651,true,2016,6,93,-7.66627391,-7.96115651,2020,2016,-7.92548801,-3.46433157,-6.45330639,0,1,-1,1,0,1,0,1,-1,0,0,0,0,0,0
8925,2022,GA,Georgia,Class III,false,Raphael Warnock,Herschel Junior Walker,1946117,1908442,3935924,3854559,0.95720852,0.97741402,D,ballot_party_DEM_REP,,true,2016,88,-13.75055949,-14.35083410,true,2016,6,88,-13.75055949,-14.35083410,2020,2016,-4.29731936,-7.54900582,-5.37037589,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
8926,2022,HI,Hawaii,Class III,false,Brian Schatz,Bob McDermott,290894,106358,419363,397252,44.00388208,46.45313302,D,ballot_party_DEM_REP,,true,2016,64,48.88476091,53.58728839,true,2016,6,64,48.88476091,53.58728839,2020,2016,25.52935061,32.65601428,27.88114962,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8930,2022,IA,Iowa,Class III,false,Michael Franken,Chuck Grassley,533330,681501,1230416,1214831,-12.04234990,-12.19684055,R,ballot_party_DEM_REP,,true,2016,92,-24.43466603,-25.52053011,true,2016,6,92,-24.43466603,-25.52053011,2020,2016,-12.90250486,-12.35375631,-12.72141784,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8927,2022,ID,Idaho,Class III,false,David Roth,Mike Crapo,169808,358539,590890,528347,-31.94012422,-35.72103182,R,ballot_party_DEM_REP,,true,2016,80,-38.40793704,-40.91980429,true,2016,6,80,-38.40793704,-40.91980429,2020,2016,-36.29026454,-38.84701398,-37.13399185,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8928,2022,IL,Illinois,Class III,false,Tammy Duckworth,Kathy Salvi,2329136,1701055,4098896,4030191,15.32317483,15.58439786,D,ballot_party_DEM_REP,,true,2016,84,15.08132555,15.93510275,true,2016,6,84,15.08132555,15.93510275,2020,2016,12.78210878,15.81344216,13.78244879,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
8929,2022,IN,Indiana,Class III,false,Thomas McDermott,Todd Young,704480,1090390,1860154,1794870,-20.74613177,-21.50072150,R,ballot_party_DEM_REP,,true,2016,78,-9.69952564,-10.26133806,true,2016,6,78,-9.69952564,-10.26133806,2020,2016,-20.92607470,-22.46127967,-21.43269234,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8931,2022,KS,Kansas,Class III,false,Mark R. Holland,Jerry Moran,372214,602976,1004956,975190,-22.96239835,-23.66328613,R,ballot_party_DEM_REP,,true,2016,60,-29.93712657,-31.70856278,true,2016,6,60,-29.93712657,-31.70856278,2020,2016,-19.52283520,-24.44960131,-21.14866801,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8932,2022,KY,Kentucky,Class III,false,Charles Booker,Rand Paul,564311,913326,1477830,1477637,-23.61672182,-23.61980649,R,ballot_party_DEM_REP,,true,2016,81,-14.54878340,-14.54910443,true,2016,6,81,-14.54878340,-14.54910443,2020,2016,-30.93618449,-33.56791866,-31.80465676,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
8935,2022,MD,Maryland,Class III,false,Chris Van Hollen,Chris Chaffee,1316897,682293,2002336,1999190,31.69318236,31.74305594,D,ballot_party_DEM_REP,,true,2016,82,25.21302780,26.11051851,true,2016,6,82,25.21302780,26.11051851,2020,2016,29.52211541,25.80583875,28.29574411,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
8936,2022,MO,Missouri,Class III,false,Trudy Busch Valentine,Eric Schmitt,872694,1146966,2069130,2019660,-13.25542619,-13.58010754,R,ballot_party_DEM_REP,,true,2016,70,-2.79229484,-2.92153758,true,2016,6,70,-2.79229484,-2.92153758,2020,2016,-20.20761998,-21.86378261,-20.75415365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8940,2022,NC,North Carolina,Class III,false,Cheri Beasley,Ted Budd,1784049,1905786,3773924,3689835,-3.22574063,-3.29925322,R,ballot_party_DEM_REP,,true,2016,62,-5.69608664,-5.90712011,true,2016,6,62,-5.69608664,-5.90712011,2020,2016,-5.90437999,-6.03415223,-5.94720483,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
8941,2022,ND,North Dakota,Class III,false,Katrina Christiansen,John Hoeven,59995,135474,240140,195469,-31.43124844,-38.61430713,R,ballot_party_DEM_REP,,true,2016,77,-61.50989340,-64.44460759,true,2016,6,77,-61.50989340,-64.44460759,2020,2016,-38.97079553,-41.84514642,-39.91933132,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0
8938,2022,NH,New Hampshire,Class III,false,Maggie Hassan,Donald C. Bolduc,332193,275928,620975,608121,9.06075124,9.25227052,D,ballot_party_DEM_REP,,true,2016,85,0.13759234,0.14358708,true,2016,6,85,0.13759234,0.14358708,2020,2016,2.96177301,-1.83260374,1.37962868,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
8937,2022,NV,Nevada,Class III,false,Catherine Cortez Masto,Adam Paul Laxalt,498316,490388,1020850,988704,0.77660773,0.80185779,D,ballot_party_DEM_REP,,true,2016,63,2.42850724,2.64631939,true,2016,6,63,2.42850724,2.64631939,2020,2016,-2.08974401,0.36075822,-1.28107827,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
8939,2022,NY,New York,Class III,false,Charles E. Schumer,Joe Pinion,3320561,2501151,5965684,5821712,13.73539061,14.07506933,D,ballot_party_DEM_REP,,true,2016,61,40.37884351,43.60541164,true,2016,6,61,40.37884351,43.60541164,2020,2016,18.89769110,21.31822175,19.69646621,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
8942,2022,OH,Ohio,Class III,false,Tim Ryan,JD Vance,1939489,2192114,4133342,4131603,-6.11188235,-6.11445485,R,ballot_party_DEM_REP,,true,2016,67,-20.87122291,-21.92667708,true,2016,6,67,-20.87122291,-21.92667708,2020,2016,-12.68937398,-10.76202978,-12.05335039,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9482,2022,OK,Oklahoma,Class II,true,Kendra Horn,Markwayne Mullin,405389,710643,1150481,1116032,-26.53272848,-27.35172468,R,ballot_party_DEM_REP,,false,,,,,true,2020,2,6289,-30.15862001,-31.52502211,2020,2016,-38.41605768,-40.83613510,-39.21468323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8943,2022,OK,Oklahoma,Class III,false,Madison Horn,James Lankford,369370,739960,1150732,1109330,-32.20471839,-33.40665086,R,ballot_party_DEM_REP,,true,2016,76,-43.16027035,-46.75191483,true,2016,6,76,-43.16027035,-46.75191483,2020,2016,-38.41605768,-40.83613510,-39.21468323,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8944,2022,OR,Oregon,Class III,false,Ron Wyden,Jo Rae Perkins,1076424,788991,1927949,1865415,14.90874499,15.40852840,D,ballot_party_DEM_REP,,true,2016,65,23.25316854,25.85164202,true,2016,6,65,23.25316854,25.85164202,2020,2016,12.07833528,10.08501727,11.42054034,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
8945,2022,PA,Pennsylvania,Class III,false,John Fetterman,Mehmet Oz,2751012,2487260,5368021,5238272,4.91339360,5.03509554,D,ballot_party_DEM_REP,,true,2016,86,-1.43245312,-1.49036036,true,2016,6,86,-1.43245312,-1.49036036,2020,2016,-3.35756817,-2.97773224,-3.23222231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8946,2022,SC,South Carolina,Class III,false,Krystle Matthews,Tim Scott,627616,1066274,1695702,1693890,-25.86881421,-25.89648678,R,ballot_party_DEM_REP,,true,2016,66,-23.63962412,-24.24594635,true,2016,6,66,-23.63962412,-24.24594635,2020,2016,-16.38919619,-17.14717334,-16.63932865,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8947,2022,SD,South Dakota,Class III,false,Brian L. Bengs,John R. Thune,91007,242316,348020,333323,-43.47709902,-45.39410722,R,ballot_party_DEM_REP,,true,2016,79,-43.65572316,-43.65572316,true,2016,6,79,-43.65572316,-43.65572316,2020,2016,-31.40553841,-34.17037678,-32.31793507,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0
8949,2022,VT,Vermont,Class III,false,Peter Welch,Gerald Malloy,196575,80468,291955,277043,39.76879999,41.90937869,D,ballot_party_DEM_REP,,true,2016,75,27.64902470,29.94659997,true,2016,6,75,27.64902470,29.94659997,2020,2016,32.06239442,28.14619203,30.77004763,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8950,2022,WA,Washington,Class III,false,Patty Murray,Tiffany Smiley,1741827,1299322,3047900,3041149,14.51835690,14.55058598,D,ballot_party_DEM_REP,,true,2016,72,18.02602089,18.02602089,true,2016,6,72,18.02602089,18.02602089,2020,2016,15.31502768,15.34720178,15.32564513,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8951,2022,WI,Wisconsin,Class III,false,Mandela Barnes,Ron Johnson,1310467,1337185,2652477,2647652,-1.00728489,-1.00912053,R,ballot_party_DEM_REP,,true,2016,71,-3.36197720,-3.46652885,true,2016,6,71,-3.36197720,-3.46652885,2020,2016,-3.89785215,-3.04263870,-3.61563171,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
