test_cycle,race_id,state_abbrev,actual,predicted,error
2014,6,MN,10.66379046,-2.045249913413077,-12.709040373413076
2014,2,MI,13.84702192,10.002665290313189,-3.8443566296868106
2014,12,AK,-2.27049638,-18.957405861299428,-16.686909481299427
2014,32,AR,-17.7916661,-21.576759956792202,-3.7850938567922014
2014,34,HI,43.15741243,40.280843382921326,-2.876569047078675
2014,35,OK,-40.13951002,-44.92106079336301,-4.7815507733630085
2014,13,WY,-61.07227806,-51.29971550934107,9.772562550658932
2014,31,MA,23.92023801,12.607423189218531,-11.312814820781467
2014,36,SC,-22.55076264,-27.01320618685565,-4.462443546855653
2016,75,VT,29.946599972962012,37.20282229383142,7.256222320869405
2016,72,WA,18.02602089157489,12.83886251344476,-5.187158378130132
2016,71,WI,-3.46652884846035,5.168507866712248,8.635036715172598
2016,74,CO,6.008906322746698,5.50337560972147,-0.5055307130252285
2016,69,AK,-58.47409506220282,-14.331544916998256,44.14255014520457
2016,87,AZ,-13.7218303024624,-14.366495659882041,-0.6446653574196404
2016,83,AR,-24.598667778419816,-22.841145441294053,1.7575223371257636
2016,91,CT,29.211732267578704,17.525178652025033,-11.68655361555367
2016,93,FL,-7.9611565074616975,-12.027037511609857,-4.065881004148159
2016,88,GA,-14.350834098061535,-11.056835742317663,3.293998355743872
2016,64,HI,53.587288388181044,46.03094253697748,-7.556345851203567
2016,80,ID,-40.91980428894684,-36.496343759085285,4.423460529861558
2016,84,IL,15.93510275448512,13.569978223518198,-2.3651245309669218
2016,78,IN,-10.261338057669214,-9.296814566252596,0.9645234914166174
2016,92,IA,-25.520530110127844,-4.926876614464443,20.5936534956634
2016,60,KS,-31.708562775825545,-28.0576397826629,3.650922993162645
2016,81,KY,-14.549104429230916,-17.956810339756643,-3.4077059105257277
2016,82,MD,26.110518510414575,27.263615471595823,1.153096961181248
2016,70,MO,-2.9215375759055466,-8.849478466814304,-5.927940890908758
2016,63,NV,2.646319389070401,8.287188300139961,5.6408689110695605
2016,85,NH,0.1435870791394941,-2.5978680238860585,-2.7414551030255527
2016,61,NY,43.60541163834265,30.86513679230381,-12.74027484603884
2016,62,NC,-5.907120107897773,-4.5141750358437625,1.3929450720540109
2016,77,ND,-64.44460759121944,-28.60892579562129,35.83568179559815
2016,67,OH,-21.926677080806282,-3.0696246566624215,18.85705242414386
2016,76,OK,-46.751914829634586,-34.066703028381205,12.68521180125338
2016,65,OR,25.85164201625646,15.873106302834675,-9.978535713421785
2016,86,PA,-1.4903603649758266,4.551726161321634,6.04208652629746
2016,66,SC,-24.245946350276764,-12.883013571887442,11.362932778389322
2016,79,SD,-43.65572315882875,-12.409978109355992,31.24574504947276
2016,73,UT,-43.15794825539191,-39.250457642087795,3.9074906133041125
2016,68,AL,-28.14048093566937,-24.975351615298695,3.1651293203706743
2018,112,NV,5.24754825,14.538396784906528,9.290848534906527
2018,107,MN,24.96346661,23.98648612090007,-0.9769804890999296
2018,116,ND,-10.90541074,-15.089815678899676,-4.184404938899675
2018,119,RI,23.15947411,35.94907447435973,12.789600364359732
2018,123,VT,42.10799183,50.58155955407511,8.47356772407511
2018,128,WY,-37.97819051,-41.174534682269496,-3.196344172269498
2018,124,VA,16.31990058,17.865150653062223,1.545250073062224
2018,129,MN,11.1406198,19.121538950580394,7.9809191505803945
2018,125,WA,16.86751985,30.477432914832093,13.609913064832092
2018,122,UT,-33.8789401,-24.5171911579588,9.361748942041203
2018,104,MD,36.30566322,43.65598227410304,7.350319054103039
2018,101,HI,42.30219569,49.642138295861216,7.339942605861218
2018,99,DE,22.63900799,33.06377815375015,10.42477016375015
2018,127,WI,10.837125,14.692368324465063,3.8552433244650626
2018,114,NM,27.83688334,21.661458759898963,-6.175424580101037
2018,113,NJ,11.54441059,29.716486353381526,18.172075763381528
2018,105,MA,25.03887918,36.2057438653278,11.166864685327798
2018,115,NY,33.99933379,44.07910344571916,10.079769655719161
2018,111,NE,-19.79502814,-12.616120348293334,7.178907791706665
2018,108,MS,-19.41285628,-4.675398507216551,14.737457772783449
2018,109,MO,-5.99663325,2.8576807776594233,8.854314027659424
2018,110,MT,3.65691584,-3.110731166702754,-6.767647006702754
2018,117,OH,6.84734254,9.892138721647166,3.0447961816471665
2018,118,PA,13.34586897,15.249185160709676,1.9033161907096758
2018,120,TN,-10.93720415,-17.40381430325875,-6.466610153258749
2018,121,TX,-2.5874815,-1.9533112492032192,0.6341702507967808
2018,96,AZ,2.40295749,6.362913302348796,3.9599558123487957
2018,126,WV,3.45374032,-13.58244193424089,-17.03618225424089
2018,98,CT,20.408577,27.620914248915064,7.212337248915063
2018,100,FL,-0.12251836,14.338345520219326,14.460863880219327
2018,102,IN,-6.16290322,-0.5753582830292547,5.587544936970745
2018,106,MI,6.63713831,19.795735089167486,13.158596779167485
2018,103,ME,21.31277978,24.497152682620143,3.1843729026201437
2020,6268,AZ,2.349522737355283,-0.7358886107484057,-3.0854113481036887
2020,6270,DE,22.130005147972827,20.398279231443297,-1.7317259165295305
2020,6272,IA,-6.799246352762221,0.07812062754066496,6.877366980302886
2020,6298,WY,-46.2715881653659,-46.85266197052382,-0.5810738051579207
2020,6285,NE,-43.951755154200455,-22.343597548217872,21.608157605982584
2020,6281,MN,5.67945742304279,14.222978072677964,8.543520649635173
2020,6278,MA,33.376306082124145,33.07745017468986,-0.29885590743428736
2020,6290,OR,18.274771796454658,20.29210180169359,2.0173300052389322
2020,6287,NJ,16.615139632373694,21.487023545445844,4.87188391307215
2020,6296,VA,12.095828412713526,9.992980349931438,-2.1028480627820887
2020,6291,RI,33.17984958322271,31.94625724791689,-1.233592335305822
2020,6265,AK,-13.359036716293968,-6.785790272751366,6.573246443542602
2020,6266,AL,-20.392950824067242,-12.319497048529414,8.073453775537828
2020,6292,SC,-10.415832481506795,-8.667612031205529,1.7482204503012664
2020,6286,NH,16.029327921112678,8.335898926959704,-7.693428994152974
2020,6269,CO,9.54316988577507,9.388207680987453,-0.15496220478761735
2020,6271,GA,-1.8212843302317736,-0.8431733499608507,0.9781109802709229
2020,6273,ID,-30.641627543035995,-29.403775509776516,1.237852033259479
2020,6274,IL,17.1297420875902,22.40031905949448,5.27057697190428
2020,6275,KS,-12.037934823761901,-21.325025308365255,-9.287090484603354
2020,6276,KY,-20.348541061255716,-20.196722488601317,0.15181857265439902
2020,6280,MI,1.7172850548123317,11.675197292893198,9.957912238080867
2020,6282,MS,-10.15523962856757,-12.05870910835278,-1.90346947978521
2020,6283,MT,-10.024321499512084,-13.748819599237258,-3.7244980997251744
2020,6288,NM,6.2712354109786945,15.968282039408717,9.697046628430023
2020,6284,NC,-1.8266039392516142,2.8202929714975737,4.646896910749188
2020,6289,OK,-31.525022113596386,-32.60042719217823,-1.075405078581845
2020,6293,SD,-31.47049514657833,-21.982409851973713,9.488085294604616
2020,6294,TN,-27.77034560803882,-21.629319038104505,6.141026569934315
2020,6295,TX,-9.89904206207535,-10.032522100610585,-0.13348003853523416
2020,6297,WV,-44.49214332185657,-30.824439516657694,13.667703805198872
2020,6279,ME,-9.207078868510644,2.172632169082698,11.379711037593342
2022,8926,HI,46.45313302,37.76975428134942,-8.683378738650582
2022,8927,ID,-35.72103182,-39.08247753169882,-3.3614457116988206
2022,8931,KS,-23.66328613,-24.649677904261807,-0.9863917742618078
2022,8919,AZ,4.99214759,0.34852110517635104,-4.643626484823649
2022,8922,CO,15.04724639,8.05981847607211,-6.98742791392789
2022,8924,FL,-16.58759499,-6.473694770878471,10.113900219121529
2022,8940,NC,-3.29925322,-5.467540351286299,-2.168287131286299
2022,8937,NV,0.80185779,0.5645622943489923,-0.23729549565100772
2022,8928,IL,15.58439786,15.465984054912523,-0.11841380508747612
2022,8943,OK,-33.40665086,-42.392309991952125,-8.985659131952126
2022,9482,OK,-27.35172468,-35.07277272557034,-7.721048045570338
2022,8946,SC,-25.89648678,-19.209931200279154,6.686555579720846
2022,8951,WI,-1.00912053,-3.166733559612075,-2.157613029612075
2022,8938,NH,9.25227052,1.7194704900867435,-7.532800029913256
2022,8941,ND,-38.61430713,-48.50953968473413,-9.895232554734129
2022,8947,SD,-45.39410722,-36.33964704433528,9.054460175664722
2022,8950,WA,14.55058598,17.441989067582174,2.891403087582175
2022,8949,VT,41.90937869,32.17318071354445,-9.73619797645555
2022,8935,MD,31.74305594,29.12918871195889,-2.613867228041112
2022,8932,KY,-23.61980649,-26.897538711116187,-3.277732221116189
2022,8942,OH,-6.11445485,-15.320916256351769,-9.206461406351767
2022,8944,OR,15.4085284,17.065051437908004,1.6565230379080038
2022,8939,NY,14.07506933,28.687597930170014,14.612528600170014
2022,8930,IA,-12.19684055,-16.708780305131267,-4.511939755131268
2022,9480,CA,21.78714896,19.501678723906156,-2.2854702360938433
2022,8921,CA,22.12901552,19.501678723906156,-2.627336796093843
2022,8945,PA,5.03509554,-2.3267794676031186,-7.361875007603119
2022,8923,CT,14.91664993,20.66127364411877,5.744623714118768
2022,8929,IN,-21.5007215,-18.018942854189117,3.481778645810884
2022,8936,MO,-13.58010754,-15.188060607163248,-1.6079530671632476
2022,8925,GA,0.97741402,-7.993308642851497,-8.970722662851497
2022,8920,AR,-35.78288014,-30.456586327422674,5.32629381257733
2022,8917,AL,-36.65298426,-30.448610452389733,6.2043738076102635
